Place Name,State,County,Lat,Long,Zip Code
Albany,NY,Albany,42.6526,-73.7562,12223
Albany,NY,Albany,42.6526,-73.7562,12224
Albany,NY,Albany,42.6526,-73.7562,12225
Albany,NY,Albany,42.6526,-73.7562,12226
Albany,NY,Albany,42.6526,-73.7562,12227
Albany,NY,Albany,42.6526,-73.7562,12228
Albany,NY,Albany,42.6526,-73.7562,12229
Albany,NY,Albany,42.6526,-73.7562,12230
Albany,NY,Albany,42.6526,-73.7562,12231
Albany,NY,Albany,42.6526,-73.7562,12232
Albany,NY,Albany,42.6526,-73.7562,12233
Albany,NY,Albany,42.6526,-73.7562,12234
Albany,NY,Albany,42.6526,-73.7562,12235
Albany,NY,Albany,42.6526,-73.7562,12236
Albany,NY,Albany,42.6526,-73.7562,12237
Albany,NY,Albany,42.6526,-73.7562,12238
Albany,NY,Albany,42.6526,-73.7562,12239
Albany,NY,Albany,42.6526,-73.7562,12240
Albany,NY,Albany,42.6526,-73.7562,12241
Albany,NY,Albany,42.6526,-73.7562,12242
Albany,NY,Albany,42.6526,-73.7562,12243
Albany,NY,Albany,42.6526,-73.7562,12244
Albany,NY,Albany,42.6526,-73.7562,12245
Albany,NY,Albany,42.6471,-73.7503,12246
Albany,NY,Albany,42.6526,-73.7562,12247
Albany,NY,Albany,42.6526,-73.7562,12248
Albany,NY,Albany,42.6526,-73.7562,12249
Albany,NY,Albany,42.6526,-73.7562,12250
Albany,NY,Albany,42.6526,-73.7562,12252
Albany,NY,Albany,42.6526,-73.7562,12255
Albany,NY,Albany,42.6526,-73.7562,12256
Albany,NY,Albany,42.6526,-73.7562,12257
Albany,NY,Albany,42.6526,-73.7562,12260
Albany,NY,Albany,42.6526,-73.7562,12261
Albany,NY,Albany,42.6526,-73.7562,12288
Schenectady,NY,Schenectady,42.8142,-73.9396,12301
Schenectady,NY,Schenectady,42.88,-73.9913,12302
Schenectady,NY,Schenectady,42.7823,-73.9448,12303
Schenectady,NY,Schenectady,42.7841,-73.9094,12304
Schenectady,NY,Schenectady,42.8161,-73.9398,12305
Schenectady,NY,Schenectady,42.7904,-73.9809,12306
Schenectady,NY,Schenectady,42.8047,-73.9363,12307
Schenectady,NY,Schenectady,42.8179,-73.9206,12308
Schenectady,NY,Schenectady,42.8091,-73.8693,12309
Schenectady,NY,Schenectady,42.8333,-74.058,12325
Schenectady,NY,Schenectady,42.8142,-73.9396,12345
Kingston,NY,Ulster,41.9697,-74.0668,12401
Kingston,NY,Ulster,41.927,-73.9974,12402
Accord,NY,Ulster,41.8083,-74.2353,12404
Acra,NY,Greene,42.3304,-74.0857,12405
Arkville,NY,Delaware,42.1417,-74.5721,12406
Ashland,NY,Greene,42.3037,-74.3335,12407
Bearsville,NY,Ulster,42.0406,-74.1551,12409
Big Indian,NY,Ulster,42.074,-74.453,12410
Bloomington,NY,Ulster,41.8752,-74.0436,12411
Boiceville,NY,Ulster,42.0048,-74.2658,12412
Cairo,NY,Greene,42.3096,-74.0115,12413
Catskill,NY,Greene,42.2276,-73.8985,12414
Chichester,NY,Ulster,42.095,-74.2717,12416
Connelly,NY,Ulster,41.9076,-73.9893,12417
Cornwallville,NY,Greene,42.3629,-74.1631,12418
Cottekill,NY,Ulster,41.8467,-74.1038,12419
Cragsmoor,NY,Ulster,41.6698,-74.3801,12420
Denver,NY,Delaware,42.2522,-74.5407,12421
Durham,NY,Greene,42.402,-74.1849,12422
East Durham,NY,Greene,42.386,-74.1117,12423
East Jewett,NY,Greene,42.2469,-74.1353,12424
Elka Park,NY,Greene,42.1643,-74.1245,12427
Ellenville,NY,Ulster,41.7218,-74.4141,12428
Esopus,NY,Ulster,41.8279,-73.9651,12429
Fleischmanns,NY,Delaware,42.1772,-74.5473,12430
Freehold,NY,Greene,42.3815,-74.0623,12431
Glasco,NY,Ulster,42.0437,-73.9474,12432
Glenford,NY,Ulster,42.0053,-74.1532,12433
Grand Gorge,NY,Delaware,42.362,-74.494,12434
Greenfield Park,NY,Ulster,41.7281,-74.5201,12435
Haines Falls,NY,Greene,42.1955,-74.1023,12436
Halcottsville,NY,Delaware,42.2079,-74.6012,12438
Hensonville,NY,Greene,42.2898,-74.2165,12439
High Falls,NY,Ulster,41.8167,-74.1311,12440
Highmount,NY,Ulster,42.1443,-74.4899,12441
Hunter,NY,Greene,42.2333,-74.2416,12442
Hurley,NY,Ulster,41.9327,-74.0687,12443
Jewett,NY,Greene,42.2694,-74.2793,12444
Kerhonkson,NY,Ulster,41.7939,-74.3035,12446
Lake Hill,NY,Ulster,42.0733,-74.2123,12448
Lake Katrine,NY,Ulster,41.9918,-73.9924,12449
Lanesville,NY,Greene,42.1332,-74.2443,12450
Leeds,NY,Greene,42.3045,-73.9457,12451
Lexington,NY,Greene,42.2404,-74.3654,12452
Malden On Hudson,NY,Ulster,42.0987,-73.9354,12453
Maplecrest,NY,Greene,42.2995,-74.1655,12454
Margaretville,NY,Delaware,42.1852,-74.6178,12455
Mount Marion,NY,Ulster,42.0357,-74.0002,12456
Mount Tremper,NY,Ulster,42.0435,-74.2485,12457
Napanoch,NY,Ulster,41.759,-74.3804,12458
New Kingston,NY,Delaware,42.2094,-74.6837,12459
Oak Hill,NY,Greene,42.4098,-74.1524,12460
Olivebridge,NY,Ulster,41.875,-74.2734,12461
Palenville,NY,Greene,42.1729,-74.0167,12463
Phoenicia,NY,Ulster,42.0848,-74.3154,12464
Pine Hill,NY,Ulster,42.1331,-74.4802,12465
Port Ewen,NY,Ulster,41.8948,-73.9767,12466
Prattsville,NY,Greene,42.2979,-74.3895,12468
Preston Hollow,NY,Albany,42.4563,-74.242,12469
Purling,NY,Greene,42.2959,-74.0773,12470
Rifton,NY,Ulster,41.8403,-74.0306,12471
Rosendale,NY,Ulster,41.8402,-74.073,12472
Round Top,NY,Greene,42.2678,-74.0523,12473
Roxbury,NY,Delaware,42.2957,-74.5631,12474
Ruby,NY,Ulster,42.0176,-74.0079,12475
Saugerties,NY,Ulster,42.0738,-73.9797,12477
Shandaken,NY,Ulster,42.1363,-74.3774,12480
Shokan,NY,Ulster,41.9767,-74.2119,12481
South Cairo,NY,Greene,42.2681,-73.9554,12482
Spring Glen,NY,Ulster,41.6639,-74.4245,12483
Stone Ridge,NY,Ulster,41.8616,-74.1697,12484
Tannersville,NY,Greene,42.1956,-74.1338,12485
Tillson,NY,Ulster,41.8338,-74.0626,12486
Ulster Park,NY,Ulster,41.8651,-73.9948,12487
Wawarsing,NY,Ulster,41.7606,-74.3535,12489
West Camp,NY,Ulster,42.1087,-73.9346,12490
West Hurley,NY,Ulster,41.9973,-74.1049,12491
West Kill,NY,Greene,42.2046,-74.362,12492
West Park,NY,Ulster,41.7953,-73.9809,12493
West Shokan,NY,Ulster,41.9673,-74.2871,12494
Willow,NY,Ulster,42.0849,-74.2407,12495
Windham,NY,Greene,42.3175,-74.262,12496
Woodstock,NY,Ulster,42.0348,-74.112,12498
Amenia,NY,Dutchess,41.8447,-73.5542,12501
Ancram,NY,Columbia,42.0851,-73.6424,12502
Ancramdale,NY,Columbia,42.0381,-73.5819,12503
Annandale On Hudson,NY,Dutchess,42.0354,-73.9092,12504
Bangall,NY,Dutchess,41.8756,-73.6912,12506
Barrytown,NY,Dutchess,42.0005,-73.9199,12507
Beacon,NY,Dutchess,41.5097,-73.9634,12508
Billings,NY,Dutchess,41.6712,-73.7632,12510
Castle Point,NY,Dutchess,41.5462,-73.9596,12511
Chelsea,NY,Dutchess,41.5528,-73.9682,12512
Claverack,NY,Columbia,42.2251,-73.7346,12513
Clinton Corners,NY,Dutchess,41.8693,-73.7659,12514
Clintondale,NY,Ulster,41.6749,-74.0557,12515
Copake,NY,Columbia,42.1113,-73.5526,12516
Copake Falls,NY,Columbia,42.1367,-73.5108,12517
Cornwall,NY,Orange,41.4162,-74.0395,12518
Cornwall On Hudson,NY,Orange,41.433,-74.0061,12520
Craryville,NY,Columbia,42.176,-73.6571,12521
Dover Plains,NY,Dutchess,41.7351,-73.587,12522
Elizaville,NY,Columbia,42.0902,-73.7818,12523
Fishkill,NY,Dutchess,41.5404,-73.8979,12524
Gardiner,NY,Ulster,41.6576,-74.1672,12525
Germantown,NY,Columbia,42.1219,-73.8625,12526
Glenham,NY,Dutchess,41.5202,-73.9333,12527
Highland,NY,Ulster,41.7167,-73.9928,12528
Hillsdale,NY,Columbia,42.1868,-73.5483,12529
Hollowville,NY,Columbia,42.2054,-73.6912,12530
Holmes,NY,Dutchess,41.5325,-73.6628,12531
Hopewell Junction,NY,Dutchess,41.5603,-73.7939,12533
Hudson,NY,Columbia,42.247,-73.7552,12534
Hughsonville,NY,Dutchess,41.5824,-73.9363,12537
Hyde Park,NY,Dutchess,41.7887,-73.9063,12538
Lagrangeville,NY,Dutchess,41.6615,-73.745,12540
Livingston,NY,Columbia,42.1421,-73.7574,12541
Marlboro,NY,Ulster,41.6056,-73.988,12542
Maybrook,NY,Orange,41.4886,-74.2163,12543
Mellenville,NY,Columbia,42.2596,-73.668,12544
Millbrook,NY,Dutchess,41.7803,-73.6885,12545
Millerton,NY,Dutchess,41.9536,-73.5287,12546
Milton,NY,Ulster,41.6535,-73.9772,12547
Modena,NY,Ulster,41.6503,-74.1036,12548
Montgomery,NY,Orange,41.5333,-74.2534,12549
Newburgh,NY,Orange,41.5372,-74.0526,12550
Newburgh,NY,Orange,41.5034,-74.0104,12551
Newburgh,NY,Orange,41.5034,-74.0104,12552
New Windsor,NY,Orange,41.4724,-74.0566,12553
Newburgh,NY,Orange,41.5034,-74.0104,12555
New Paltz,NY,Ulster,41.7464,-74.1092,12561
Patterson,NY,Putnam,41.4888,-73.5815,12563
Pawling,NY,Dutchess,41.5749,-73.5948,12564
Philmont,NY,Columbia,42.2485,-73.6463,12565
Pine Bush,NY,Orange,41.6178,-74.3263,12566
Pine Plains,NY,Dutchess,41.9896,-73.6602,12567
Plattekill,NY,Ulster,41.6412,-74.0781,12568
Pleasant Valley,NY,Dutchess,41.747,-73.8143,12569
Poughquag,NY,Dutchess,41.6194,-73.6783,12570
Red Hook,NY,Dutchess,42.0064,-73.8546,12571
Rhinebeck,NY,Dutchess,41.9272,-73.8888,12572
Rhinecliff,NY,Dutchess,41.9151,-73.9517,12574
Rock Tavern,NY,Orange,41.4575,-74.1659,12575
Salisbury Mills,NY,Orange,41.4497,-74.1214,12577
Salt Point,NY,Dutchess,41.805,-73.8013,12578
Staatsburg,NY,Dutchess,41.8502,-73.8988,12580
Stanfordville,NY,Dutchess,41.8877,-73.6945,12581
Stormville,NY,Dutchess,41.5512,-73.7255,12582
Tivoli,NY,Dutchess,42.0579,-73.9025,12583
Vails Gate,NY,Orange,41.4641,-74.0591,12584
Verbank,NY,Dutchess,41.7227,-73.7184,12585
Walden,NY,Orange,41.5596,-74.1764,12586
Walker Valley,NY,Ulster,41.6337,-74.3779,12588
Wallkill,NY,Ulster,41.616,-74.1439,12589
Wappingers Falls,NY,Dutchess,41.595,-73.8876,12590
Wassaic,NY,Dutchess,41.7759,-73.5544,12592
Wingdale,NY,Dutchess,41.6538,-73.5556,12594
Poughkeepsie,NY,Dutchess,41.7035,-73.9117,12601
Poughkeepsie,NY,Dutchess,41.7599,-73.7437,12602
Poughkeepsie,NY,Dutchess,41.6907,-73.8621,12603
Poughkeepsie,NY,Dutchess,41.7599,-73.7437,12604
Monticello,NY,Sullivan,41.6516,-74.7007,12701
Barryville,NY,Sullivan,41.4912,-74.9152,12719
Bethel,NY,Sullivan,41.6693,-74.894,12720
Bloomingburg,NY,Sullivan,41.5644,-74.4304,12721
Burlingham,NY,Sullivan,41.5901,-74.3821,12722
Callicoon,NY,Sullivan,41.7673,-75.0563,12723
Callicoon Center,NY,Sullivan,41.8368,-74.9466,12724
Claryville,NY,Sullivan,41.9657,-74.5293,12725
Cochecton,NY,Sullivan,41.692,-74.9741,12726
Cochecton Center,NY,Sullivan,41.6548,-74.9827,12727
Cuddebackville,NY,Orange,41.4776,-74.5976,12729
Eldred,NY,Sullivan,41.5328,-74.8968,12732
Fallsburg,NY,Sullivan,41.7273,-74.6154,12733
Ferndale,NY,Sullivan,41.7349,-74.7345,12734
Fremont Center,NY,Sullivan,41.8782,-75.0343,12736
Glen Spey,NY,Sullivan,41.4858,-74.7995,12737
Glen Wild,NY,Sullivan,41.6545,-74.5833,12738
Grahamsville,NY,Sullivan,41.8807,-74.5127,12740
Hankins,NY,Sullivan,41.8391,-75.0534,12741
Harris,NY,Sullivan,41.7143,-74.7263,12742
Highland Lake,NY,Sullivan,41.5309,-74.8516,12743
Hortonville,NY,Sullivan,41.7629,-75.0306,12745
Huguenot,NY,Orange,41.4179,-74.631,12746
Hurleyville,NY,Sullivan,41.7356,-74.6743,12747
Jeffersonville,NY,Sullivan,41.7784,-74.9196,12748
Kauneonga Lake,NY,Sullivan,41.6874,-74.8358,12749
Kenoza Lake,NY,Sullivan,41.7296,-74.9611,12750
Kiamesha Lake,NY,Sullivan,41.6838,-74.6724,12751
Lake Huntington,NY,Sullivan,41.6782,-74.9949,12752
Liberty,NY,Sullivan,41.7962,-74.7484,12754
Livingston Manor,NY,Sullivan,41.8778,-74.827,12758
Loch Sheldrake,NY,Sullivan,41.7789,-74.6614,12759
Long Eddy,NY,Sullivan,41.8644,-75.0942,12760
Mongaup Valley,NY,Sullivan,41.681,-74.8028,12762
Mountain Dale,NY,Sullivan,41.6918,-74.5358,12763
Narrowsburg,NY,Sullivan,41.5921,-75.0107,12764
Neversink,NY,Sullivan,41.8492,-74.6127,12765
North Branch,NY,Sullivan,41.8142,-74.9824,12766
Obernburg,NY,Sullivan,41.8448,-75.0071,12767
Parksville,NY,Sullivan,41.8517,-74.7359,12768
Phillipsport,NY,Sullivan,41.6515,-74.4362,12769
Pond Eddy,NY,Sullivan,41.4511,-74.841,12770
Port Jervis,NY,Orange,41.3786,-74.6691,12771
Rock Hill,NY,Sullivan,41.6134,-74.5872,12775
Roscoe,NY,Sullivan,41.9609,-74.9346,12776
Forestburgh,NY,Sullivan,41.5691,-74.7241,12777
Smallwood,NY,Sullivan,41.6615,-74.8178,12778
South Fallsburg,NY,Sullivan,41.7042,-74.6444,12779
Sparrow Bush,NY,Orange,41.4443,-74.7213,12780
Summitville,NY,Sullivan,41.6215,-74.4507,12781
Swan Lake,NY,Sullivan,41.7285,-74.8341,12783
Thompsonville,NY,Sullivan,41.7143,-74.5841,12784
Westbrookville,NY,Sullivan,41.719,-74.7554,12785
White Lake,NY,Sullivan,41.6485,-74.8654,12786
White Sulphur Springs,NY,Sullivan,41.8002,-74.8286,12787
Woodbourne,NY,Sullivan,41.7708,-74.5928,12788
Woodridge,NY,Sullivan,41.717,-74.5815,12789
Wurtsboro,NY,Sullivan,41.5877,-74.5039,12790
Youngsville,NY,Sullivan,41.8032,-74.8888,12791
Yulan,NY,Sullivan,41.5226,-74.9329,12792
Glens Falls,NY,Warren,43.3115,-73.6448,12801
South Glens Falls,NY,Saratoga,43.2836,-73.6294,12803
Queensbury,NY,Warren,43.329,-73.6818,12804
Adirondack,NY,Warren,43.7165,-73.7825,12808
Argyle,NY,Washington,43.2381,-73.4641,12809
Athol,NY,Warren,43.4839,-73.8817,12810
Bakers Mills,NY,Warren,43.6148,-74.0249,12811
Blue Mountain Lake,NY,Hamilton,43.8553,-74.4435,12812
Bolton Landing,NY,Warren,43.5766,-73.6714,12814
Brant Lake,NY,Warren,43.6989,-73.7205,12815
Cambridge,NY,Washington,43.0466,-73.3814,12816
Chestertown,NY,Warren,43.6451,-73.8066,12817
Clemons,NY,Washington,43.6435,-73.4326,12819
Cleverdale,NY,Warren,43.4718,-73.6393,12820
Comstock,NY,Washington,43.4614,-73.4033,12821
Corinth,NY,Saratoga,43.2426,-73.8369,12822
Cossayuna,NY,Washington,43.1837,-73.4268,12823
Diamond Point,NY,Warren,43.5156,-73.7001,12824
Fort Ann,NY,Washington,43.4285,-73.4784,12827
Fort Edward,NY,Washington,43.2653,-73.5822,12828
Gansevoort,NY,Saratoga,43.1803,-73.7053,12831
Granville,NY,Washington,43.3776,-73.2978,12832
Greenfield Center,NY,Saratoga,43.1401,-73.8398,12833
Greenwich,NY,Washington,43.0947,-73.503,12834
Hadley,NY,Saratoga,43.3173,-73.8482,12835
Hague,NY,Warren,43.7463,-73.5282,12836
Hampton,NY,Washington,43.5248,-73.2518,12837
Hartford,NY,Washington,43.3493,-73.4049,12838
Hudson Falls,NY,Washington,43.3149,-73.5746,12839
Huletts Landing,NY,Washington,43.6392,-73.5071,12841
Indian Lake,NY,Hamilton,43.7606,-74.2766,12842
Johnsburg,NY,Warren,43.586,-73.9165,12843
Kattskill Bay,NY,Warren,43.4754,-73.6272,12844
Lake George,NY,Warren,43.4167,-73.6975,12845
Lake Luzerne,NY,Warren,43.3165,-73.8228,12846
Long Lake,NY,Hamilton,43.9477,-74.4662,12847
Middle Falls,NY,Washington,43.1001,-73.5246,12848
Middle Granville,NY,Washington,43.4508,-73.3031,12849
Middle Grove,NY,Saratoga,43.0975,-74.0167,12850
Minerva,NY,Essex,43.7811,-73.9835,12851
Newcomb,NY,Essex,43.946,-74.1299,12852
North Creek,NY,Warren,43.6978,-73.986,12853
North Granville,NY,Washington,43.4525,-73.341,12854
North Hudson,NY,Essex,43.9869,-73.7121,12855
North River,NY,Warren,43.7237,-74.0873,12856
Olmstedville,NY,Essex,43.7799,-73.9335,12857
Paradox,NY,Essex,43.8914,-73.645,12858
Porter Corners,NY,Saratoga,43.1724,-73.8839,12859
Pottersville,NY,Warren,43.7312,-73.8193,12860
Putnam Station,NY,Washington,43.756,-73.4123,12861
Riparius,NY,Warren,43.6754,-73.9325,12862
Rock City Falls,NY,Saratoga,43.0662,-73.9215,12863
Sabael,NY,Hamilton,43.6676,-74.4569,12864
Salem,NY,Washington,43.1828,-73.3327,12865
Saratoga Springs,NY,Saratoga,43.0708,-73.7408,12866
Schroon Lake,NY,Essex,43.8412,-73.7674,12870
Schuylerville,NY,Saratoga,43.0878,-73.6007,12871
Severance,NY,Essex,43.8759,-73.7304,12872
Shushan,NY,Washington,43.1106,-73.3231,12873
Silver Bay,NY,Warren,43.6978,-73.5071,12874
Stony Creek,NY,Warren,43.4214,-73.9495,12878
Newcomb,NY,Essex,43.9697,-74.1662,12879
Ticonderoga,NY,Essex,43.8463,-73.4426,12883
Victory Mills,NY,Saratoga,43.0884,-73.5917,12884
Warrensburg,NY,Warren,43.5003,-73.792,12885
Wevertown,NY,Warren,43.6313,-73.9364,12886
Whitehall,NY,Washington,43.5531,-73.3864,12887
Plattsburgh,NY,Clinton,44.6927,-73.466,12901
Plattsburgh,NY,Clinton,44.6854,-73.4474,12903
Altona,NY,Clinton,44.8816,-73.6408,12910
Keeseville,NY,Clinton,44.5281,-73.4719,12911
Au Sable Forks,NY,Clinton,44.4499,-73.6857,12912
Bloomingdale,NY,Essex,44.3985,-74.0829,12913
Bombay,NY,Franklin,44.9479,-74.5947,12914
Brainardsville,NY,Franklin,44.8578,-74.0335,12915
Brushton,NY,Franklin,44.8282,-74.5223,12916
Burke,NY,Franklin,44.9177,-74.1731,12917
Cadyville,NY,Clinton,44.6862,-73.6702,12918
Champlain,NY,Clinton,44.9773,-73.4466,12919
Chateaugay,NY,Franklin,44.9088,-74.0741,12920
Chazy,NY,Clinton,44.8884,-73.4501,12921
Childwold,NY,St. Lawrence,44.2867,-74.6759,12922
Churubusco,NY,Clinton,44.9432,-73.9355,12923
Keeseville,NY,Clinton,44.4777,-73.5843,12924
Constable,NY,Franklin,44.9417,-74.3297,12926
Cranberry Lake,NY,St. Lawrence,44.229,-74.8581,12927
Crown Point,NY,Essex,43.9526,-73.4665,12928
Dannemora,NY,Clinton,44.72,-73.7192,12929
Dickinson Center,NY,Franklin,44.7233,-74.5523,12930
Elizabethtown,NY,Essex,44.2245,-73.6011,12932
Ellenburg,NY,Clinton,44.882,-73.9633,12933
Ellenburg Center,NY,Clinton,44.8444,-73.8685,12934
Ellenburg Depot,NY,Clinton,44.9163,-73.7876,12935
Essex,NY,Essex,44.2807,-73.3731,12936
Fort Covington,NY,Franklin,44.9731,-74.4929,12937
Gabriels,NY,Franklin,44.432,-74.181,12939
Jay,NY,Essex,44.3734,-73.7247,12941
Keene,NY,Essex,44.2555,-73.7915,12942
Keene Valley,NY,Essex,44.2024,-73.7731,12943
Keeseville,NY,Essex,44.4999,-73.4745,12944
Lake Clear,NY,Franklin,44.3375,-74.2381,12945
Lake Placid,NY,Essex,44.2796,-73.982,12946
Lawrenceville,NY,St. Lawrence,44.7469,-74.6604,12949
Lewis,NY,Essex,44.3075,-73.5491,12950
Lyon Mountain,NY,Clinton,44.7255,-73.9195,12952
Malone,NY,Franklin,44.8482,-74.2928,12953
Lyon Mountain,NY,Clinton,44.8043,-73.973,12955
Mineville,NY,Essex,44.0876,-73.5236,12956
Moira,NY,Franklin,44.8504,-74.5603,12957
Mooers,NY,Clinton,44.9592,-73.5834,12958
Mooers Forks,NY,Clinton,44.9602,-73.673,12959
Moriah,NY,Essex,44.0438,-73.5079,12960
Moriah Center,NY,Essex,44.0612,-73.5098,12961
Morrisonville,NY,Clinton,44.6894,-73.5772,12962
New Russia,NY,Essex,44.1595,-73.6059,12964
Nicholville,NY,St. Lawrence,44.703,-74.6805,12965
North Bangor,NY,Franklin,44.8532,-74.4191,12966
North Lawrence,NY,St. Lawrence,44.775,-74.6653,12967
Owls Head,NY,Franklin,44.7308,-74.1342,12969
Paul Smiths,NY,Franklin,44.445,-74.2664,12970
Peru,NY,Clinton,44.5851,-73.5293,12972
Piercefield,NY,St. Lawrence,44.2343,-74.556,12973
Port Henry,NY,Essex,44.0465,-73.4705,12974
Port Kent,NY,Essex,44.5264,-73.4092,12975
Rainbow Lake,NY,Franklin,44.467,-74.1729,12976
Ray Brook,NY,Essex,44.2802,-74.0795,12977
Redford,NY,Clinton,44.6164,-73.8087,12978
Rouses Point,NY,Clinton,44.9884,-73.3691,12979
Saint Regis Falls,NY,Franklin,44.6578,-74.5155,12980
Saranac,NY,Clinton,44.7032,-73.7481,12981
Saranac Lake,NY,Franklin,44.3243,-74.133,12983
Schuyler Falls,NY,Clinton,44.6287,-73.5579,12985
Tupper Lake,NY,Franklin,44.232,-74.4905,12986
Upper Jay,NY,Essex,44.3364,-73.7757,12987
Vermontville,NY,Franklin,44.4601,-74.0573,12989
West Chazy,NY,Clinton,44.797,-73.5112,12992
Westport,NY,Essex,44.205,-73.4702,12993
Whippleville,NY,Franklin,44.8057,-74.2523,12995
Willsboro,NY,Essex,44.3604,-73.3963,12996
Wilmington,NY,Essex,44.3755,-73.8431,12997
Witherbee,NY,Essex,44.0827,-73.5306,12998
Apulia Station,NY,Onondaga,42.8187,-76.0724,13020
Auburn,NY,Cayuga,42.93,-76.5626,13021
Auburn,NY,Cayuga,42.9317,-76.5661,13022
Auburn,NY,Cayuga,43.1634,-76.5096,13024
Aurora,NY,Cayuga,42.7472,-76.6775,13026
Baldwinsville,NY,Onondaga,43.162,-76.3237,13027
Bernhards Bay,NY,Oswego,43.2717,-75.9373,13028
Brewerton,NY,Onondaga,43.2252,-76.1351,13029
Bridgeport,NY,Onondaga,43.159,-75.97,13030
Camillus,NY,Onondaga,43.0417,-76.2807,13031
Canastota,NY,Madison,43.0878,-75.7602,13032
Cato,NY,Cayuga,43.1794,-76.5648,13033
Cayuga,NY,Cayuga,42.9142,-76.7024,13034
Cazenovia,NY,Madison,42.938,-75.8392,13035
Central Square,NY,Oswego,43.309,-76.1849,13036
Chittenango,NY,Madison,43.0552,-75.8768,13037
Cicero,NY,Onondaga,43.1707,-76.0962,13039
Cincinnatus,NY,Cortland,42.5385,-75.903,13040
Clay,NY,Onondaga,43.1737,-76.1707,13041
Cleveland,NY,Oswego,43.2432,-75.8537,13042
Clockville,NY,Madison,43.042,-75.7408,13043
Constantia,NY,Oswego,43.2728,-76.0042,13044
Cortland,NY,Cortland,42.5952,-76.1857,13045
Delphi Falls,NY,Onondaga,42.8765,-75.9135,13051
De Ruyter,NY,Madison,42.7494,-75.8582,13052
Dryden,NY,Tompkins,42.4861,-76.2872,13053
Durhamville,NY,Oneida,43.1579,-75.6714,13054
East Homer,NY,Cortland,42.6772,-76.1052,13056
East Syracuse,NY,Onondaga,43.0734,-76.0558,13057
Elbridge,NY,Onondaga,43.0252,-76.4352,13060
Erieville,NY,Madison,42.8562,-75.7543,13061
Etna,NY,Tompkins,42.4851,-76.3835,13062
Fabius,NY,Onondaga,42.8531,-75.9836,13063
Fair Haven,NY,Oswego,43.4313,-76.2004,13064
Fayette,NY,Seneca,42.8227,-76.802,13065
Fayetteville,NY,Onondaga,43.0268,-76.0145,13066
Freeville,NY,Tompkins,42.4998,-76.3636,13068
Fulton,NY,Oswego,43.3211,-76.4034,13069
Genoa,NY,Cayuga,42.6746,-76.5418,13071
Georgetown,NY,Madison,42.7631,-75.7443,13072
Groton,NY,Tompkins,42.5855,-76.3633,13073
Hannibal,NY,Oswego,43.3111,-76.546,13074
Hastings,NY,Oswego,43.3527,-76.1477,13076
Homer,NY,Cortland,42.6726,-76.1878,13077
Jamesville,NY,Onondaga,42.983,-76.0766,13078
Jordan,NY,Onondaga,43.0651,-76.4598,13080
King Ferry,NY,Cayuga,42.6635,-76.6216,13081
Kirkville,NY,Onondaga,43.0981,-75.955,13082
Lacona,NY,Oswego,43.6429,-76.0503,13083
La Fayette,NY,Onondaga,42.891,-76.1061,13084
Little York,NY,Cortland,42.707,-76.1561,13087
Liverpool,NY,Onondaga,43.1099,-76.187,13088
Liverpool,NY,Onondaga,43.0214,-76.1977,13089
Liverpool,NY,Onondaga,43.1528,-76.2235,13090
Locke,NY,Cayuga,42.6558,-76.4154,13092
Lycoming,NY,Oswego,43.4987,-76.3858,13093
Mc Graw,NY,Cortland,42.5948,-76.082,13101
Mc Lean,NY,Tompkins,42.5542,-76.2927,13102
Mallory,NY,Oswego,43.3399,-76.0964,13103
Manlius,NY,Onondaga,42.9904,-75.9703,13104
Maple View,NY,Oswego,43.4578,-76.1534,13107
Marcellus,NY,Onondaga,42.9821,-76.3323,13108
Marietta,NY,Onondaga,42.8974,-76.2806,13110
Martville,NY,Cayuga,43.2661,-76.6289,13111
Memphis,NY,Onondaga,43.0934,-76.403,13112
Meridian,NY,Cayuga,43.1656,-76.5369,13113
Mexico,NY,Oswego,43.4605,-76.2446,13114
Minetto,NY,Oswego,43.3977,-76.4824,13115
Minoa,NY,Onondaga,43.0772,-76.0098,13116
Montezuma,NY,Cayuga,43.0101,-76.7033,13117
Moravia,NY,Cayuga,42.7355,-76.399,13118
Mottville,NY,Onondaga,42.9745,-76.4408,13119
Nedrow,NY,Onondaga,42.9559,-76.1529,13120
New Haven,NY,Oswego,43.4834,-76.315,13121
New Woodstock,NY,Madison,42.8441,-75.8635,13122
North Bay,NY,Oneida,43.2364,-75.7769,13123
North Pitcher,NY,Chenango,42.6372,-75.8164,13124
Oswego,NY,Oswego,43.4394,-76.4613,13126
Parish,NY,Oswego,43.4153,-76.1,13131
Pennellville,NY,Oswego,43.2609,-76.2395,13132
Peterboro,NY,Madison,42.9686,-75.6794,13134
Phoenix,NY,Oswego,43.2468,-76.3064,13135
Pitcher,NY,Chenango,42.5969,-75.8465,13136
Plainville,NY,Onondaga,43.1577,-76.447,13137
Pompey,NY,Onondaga,42.8927,-76.0265,13138
Poplar Ridge,NY,Cayuga,42.7421,-76.6285,13139
Port Byron,NY,Cayuga,43.0427,-76.6449,13140
Preble,NY,Cortland,42.795,-76.2141,13141
Pulaski,NY,Oswego,43.5562,-76.1252,13142
Red Creek,NY,Wayne,43.2291,-76.7146,13143
Richland,NY,Oswego,43.5776,-76.0029,13144
Sandy Creek,NY,Oswego,43.6517,-76.1264,13145
