State,Zip Code,Place Name,County,Lat,Long
CO,80473,Rand,Jackson,40.4667,-106.1857
MI,49829,Escanaba,Delta,45.7659,-87.089
LA,71328,Deville,Rapides,31.3574,-92.1654
MA,1562,Spencer,Worcester,42.2441,-71.9906
OH,45770,Portland,Meigs,38.9999,-81.8135
MN,56450,Garrison,Crow Wing,46.2314,-93.8341
OK,74525,Atoka,Atoka,34.3445,-96.1418
NJ,7480,West Milford,Passaic,41.0915,-74.375
KS,66222,Mission,Johnson,39.0278,-94.6558
TN,38345,Huron,Henderson,35.6144,-88.5195
GA,31788,Moultrie,Colquitt,31.0855,-83.6821
MA,1826,Dracut,Middlesex,42.6764,-71.3186
VA,22242,Arlington,Arlington,38.8509,-77.0523
WV,25951,Hinton,Summers,37.664,-80.8678
OK,73855,Rosston,Harper,36.8789,-99.9003
NC,28318,Autryville,Sampson,35.0997,-78.6021
NJ,8543,Princeton,Mercer,40.2805,-74.712
PA,17129,Harrisburg,Dauphin,40.2615,-76.8809
LA,70879,Baton Rouge,East Baton Rouge Parish,30.5159,-91.0804
KY,40903,Artemus,Knox,36.8388,-83.8329
PA,18817,East Smithfield,Bradford,41.8645,-76.6255
ND,58059,Mapleton,Cass,46.8614,-97.1157
IA,50602,Allison,Butler,42.7615,-92.783
AR,72351,Keiser,Mississippi,35.6737,-90.0963
NY,10011,New York,New York,40.7402,-73.9996
CO,80045,Aurora,Adams,39.7467,-104.8384
AR,72958,Waldron,Scott,34.9026,-94.0772
TX,78561,Lasara,Willacy,26.4648,-97.9111
IN,47537,Gentryville,Spencer,38.0855,-87.0441
ID,83867,Silverton,Shoshone,47.4981,-115.9657
TX,79752,Mc Camey,Upton,31.1319,-102.2153
WI,53104,Bristol,Kenosha,42.5325,-88.0478
MO,64132,Kansas City,Jackson,38.9911,-94.5522
OH,44005,Ashtabula,Ashtabula,41.8651,-80.7898
ID,83262,Pingree,Bingham,43.1336,-112.6295
MS,38855,Mantachie,Itawamba,34.3243,-88.4912
NJ,7843,Hopatcong,Sussex,40.939,-74.6616
MI,48502,Flint,Genesee,43.0151,-83.6948
CA,95938,Durham,Butte,39.633,-121.7886
OH,43718,Belmont,Belmont,40.032,-81.0066
FL,33028,Pembroke Pines,Broward,26.0185,-80.3449
NJ,7662,Rochelle Park,Bergen,40.9057,-74.079
NY,10008,New York,New York,40.7143,-74.006
OH,43030,Jacksontown,Licking,39.9688,-82.43
IA,51528,Dow City,Crawford,41.9134,-95.4862
LA,71450,Marthaville,Natchitoches,31.7726,-93.3954
NE,68531,Lincoln,Lancaster,40.9008,-96.7201
NM,87061,Torreon,Torrance,34.6948,-106.3247
WV,26443,Troy,Gilmer,39.0839,-80.7549
KY,42629,Jamestown,Russell,36.968,-85.0968
PA,15437,Farmington,Fayette,39.807,-79.5832
TX,79109,Amarillo,Randall,35.1663,-101.8868
CA,93436,Lompoc,Santa Barbara,34.6583,-120.4506
OK,73099,Yukon,Canadian,35.4977,-97.7323
TX,75264,Dallas,Dallas,32.7673,-96.7776
TX,77498,Sugar Land,Fort Bend,29.6396,-95.65
MI,49677,Reed City,Osceola,43.8868,-85.513
UT,84035,Jensen,Uintah,40.3787,-109.351
KY,40403,Berea,Madison,37.5799,-84.2749
PA,16868,Pine Grove Mills,Centre,40.7337,-77.8856
NY,12306,Schenectady,Schenectady,42.7904,-73.9809
FL,32302,Tallahassee,Leon,30.4383,-84.2807
TN,38161,Memphis,Shelby,35.2017,-89.9715
MD,20908,Silver Spring,Montgomery,38.9907,-77.0261
ME,4243,Lewiston,Androscoggin,44.197,-70.2395
IN,46180,Stilesville,Hendricks,39.6391,-86.6182
ME,4338,Augusta,Kennebec,44.3106,-69.7795
AR,72840,Hartman,Johnson,35.4436,-93.6142
LA,70542,Gueydan,Vermilion,30.0255,-92.5338
TX,76632,Chilton,Falls,31.31,-97.09
MI,48227,Detroit,Wayne,42.3883,-83.1937
KS,67736,Gove,Gove,38.887,-100.4867
OK,74552,Kinta,Haskell,35.1193,-95.2377
NE,68526,Lincoln,Lancaster,40.7314,-96.5878
KY,40311,Carlisle,Nicholas,38.3212,-84.0279
PA,15084,Tarentum,Allegheny,40.6187,-79.7852
MO,63053,Kimmswick,Jefferson,38.3653,-90.3629
NE,69121,Arthur,Arthur,41.574,-101.6931
NC,27116,Winston Salem,Forsyth,36.0999,-80.2442
KS,67842,Ford,Ford,37.6323,-99.7642
KY,40252,Louisville,Jefferson,38.189,-85.6768
NC,27006,Advance,Davie,36.0065,-80.4463
PA,15034,Dravosburg,Allegheny,40.3527,-79.8895
NY,13454,Salisbury Center,Herkimer,43.1625,-74.7809
OR,97416,Camas Valley,Douglas,43.0557,-123.6655
OH,44697,Zoar,Tuscarawas,40.6142,-81.4223
PA,15625,Darragh,Westmoreland,40.2665,-79.6787
VA,22709,Aroda,Madison,38.3256,-78.2366
TX,78419,Corpus Christi,Nueces,27.6952,-97.2694
NC,28017,Boiling Springs,Cleveland,35.2549,-81.6914
MS,39402,Hattiesburg,Forrest,31.3098,-89.3775
AZ,85744,Tucson,Pima,32.2217,-110.9265
FL,34220,Palmetto,Manatee,27.5214,-82.5723
VT,5056,Plymouth,Windsor,43.4987,-72.7107
MI,49718,Carp Lake,Emmet,45.7424,-84.7735
OH,44451,North Jackson,Mahoning,41.088,-80.8623
IL,60143,Itasca,DuPage,41.972,-88.0202
MT,59741,Manhattan,Gallatin,45.798,-111.3146
WV,25717,Huntington,Cabell,38.4192,-82.4452
CO,80909,Colorado Springs,El Paso,38.852,-104.7735
AZ,85722,Tucson,Pima,32.2217,-110.9265
FL,32311,Tallahassee,Leon,30.4156,-84.187
IL,61654,Peoria,Peoria,40.7442,-89.7184
MT,59402,Malmstrom Afb,Cascade,47.5002,-111.3008
MA,1037,Hardwick,Worcester,42.3479,-72.2253
SC,29435,Cottageville,Colleton,32.9612,-80.4794
CA,95389,Yosemite National Park,Mariposa,37.7314,-119.6489
MN,55065,Randolph,Dakota,44.5274,-93.0196
WI,54983,Weyauwega,Waupaca,44.321,-88.941
NM,87935,Elephant Butte,Sierra,33.209,-107.2212
MO,65302,Sedalia,Pettis,38.7045,-93.2283
PA,17724,Canton,Bradford,41.6538,-76.8582
TX,78240,San Antonio,Bexar,29.5189,-98.6006
IL,62314,Baylis,Pike,39.7612,-90.8832
NC,28458,Rose Hill,Duplin,34.8235,-78.0166
ME,4923,Cambridge,Somerset,45.0513,-69.4419
CO,80419,Golden,Jefferson,39.522,-105.2239
SD,57047,Monroe,Turner,43.5207,-97.212
TN,37217,Nashville,Davidson,36.1052,-86.6591
NJ,7728,Freehold,Monmouth,40.2458,-74.2768
CA,94662,Emeryville,Alameda,37.8313,-122.2852
OK,74042,Lenapah,Nowata,36.8801,-95.6233
PA,15022,Charleroi,Washington,40.1404,-79.92
OH,43136,Lithopolis,Fairfield,39.8013,-82.8125
KY,41049,Hillsboro,Fleming,38.2929,-83.6697
NC,28733,Fontana Dam,Graham,35.4231,-83.7795
PA,15773,Saint Benedict,Cambria,40.6298,-78.7329
MN,55310,Bird Island,Renville,44.7507,-94.8716
KY,41096,Washington,Mason,38.6123,-83.808
PA,18013,Bangor,Northampton,40.853,-75.1718
NC,28755,Micaville,Yancey,35.9096,-82.2132
NY,11559,Lawrence,Nassau,40.614,-73.733
WI,53153,North Prairie,Waukesha,42.9385,-88.395
IA,51034,Mapleton,Monona,42.1585,-95.7909
AK,99563,Chevak,Kusilvak,61.529,-165.5905
CA,90304,Inglewood,Los Angeles,33.9379,-118.3586
GA,30460,Statesboro,Bulloch,32.4179,-81.7823
MI,48464,Otter Lake,Lapeer,43.2183,-83.4242
PA,18708,Shavertown,Luzerne,41.2998,-75.9711
OK,73724,Canton,Blaine,36.0372,-98.5778
NY,13316,Camden,Oneida,43.3392,-75.7543
TX,75429,Commerce,Hunt,33.2377,-95.9089
ID,83864,Sandpoint,Bonner,48.312,-116.5332
WV,24963,Peterstown,Monroe,37.4147,-80.7686
TX,77725,Beaumont,Jefferson,30.086,-94.1018
MO,63776,Mc Bride,Perry,37.7348,-89.8116
NH,3810,Alton Bay,Belknap,43.4845,-71.2489
LA,70744,Holden,Livingston,30.5556,-90.6652
SC,29168,Wedgefield,Sumter,33.8953,-80.498
FL,33180,Miami,Miami-Dade,25.9597,-80.1403
IA,52240,Iowa City,Johnson,41.6355,-91.5016
NY,14202,Buffalo,Erie,42.887,-78.8779
SD,57446,Hecla,Brown,45.8725,-98.1918
WI,54127,Green Valley,Shawano,44.7964,-88.2696
OK,74633,Burbank,Osage,36.6966,-96.7869
RI,2911,North Providence,Providence,41.8547,-71.4735
VT,5083,West Fairlee,Orange,43.9189,-72.2681
NY,13089,Liverpool,Onondaga,43.0214,-76.1977
GA,30052,Loganville,Gwinnett,33.8769,-83.8968
CT,6088,East Windsor,Hartford,41.9099,-72.6029
NY,14541,Romulus,Seneca,42.7497,-76.8449
KY,41603,Banner,Floyd,37.5707,-82.6806
AR,72032,Conway,Faulkner,35.0842,-92.4236
ME,4069,Pownal,Cumberland,43.89,-70.1955
TN,38029,Ellendale,Shelby,35.2017,-89.9715
TN,38114,Memphis,Shelby,35.0981,-89.9825
SC,29218,Columbia,Richland,34.0007,-81.0348
MD,21010,Gunpowder,Harford,39.3982,-76.2743
OH,44003,Andover,Ashtabula,41.6225,-80.5754
ND,58523,Beulah,Mercer,47.2707,-101.8075
WI,53934,Friendship,Adams,43.9896,-89.8149
SD,57373,Saint Lawrence,Hand,44.5215,-98.8754
MI,49247,Hudson,Lenawee,41.8581,-84.338
TN,37306,Belvidere,Franklin,35.1415,-86.1728
AR,72918,Fort Smith,Sebastian,35.3859,-94.3985
NH,3221,Bradford,Merrimack,43.2517,-71.9617
MN,55736,Floodwood,St. Louis,46.9076,-92.9167
PA,15006,Bairdford,Allegheny,40.6312,-79.8814
CA,92345,Hesperia,San Bernardino,34.4222,-117.3025
AL,35160,Talladega,Talladega,33.4354,-86.1134
MO,63450,Lentner,Shelby,39.7123,-92.1489
ME,4106,South Portland,Cumberland,43.6318,-70.2709
NY,14638,Rochester,Monroe,43.286,-77.6843
KY,41824,Isom,Letcher,37.1932,-82.8754
OK,74944,Mccurtain,Haskell,35.1404,-95.0127
NV,89013,Goldfield,Esmeralda,37.8344,-117.2694
AR,72687,Yellville,Marion,36.2253,-92.7245
NC,28327,Carthage,Moore,35.3061,-79.3969
MT,59933,Stryker,Lincoln,48.6741,-114.7702
PA,18943,Penns Park,Bucks,40.269,-75.0094
SC,29581,Nichols,Horry,34.2426,-79.1625
IL,61812,Armstrong,Vermilion,40.2175,-87.8943
IA,52561,Fremont,Mahaska,41.2117,-92.4362
IA,52334,South Amana,Iowa,41.7576,-91.9263
MN,56544,Frazee,Becker,46.7565,-95.5212
IN,47405,Bloomington,Monroe,39.1682,-86.5186
WI,54563,Tony,Rusk,45.4741,-90.9869
FL,32641,Gainesville,Alachua,29.6824,-82.2014
ND,58202,Grand Forks,Grand Forks,47.9215,-97.0735
MA,1526,Manchaug,Worcester,42.0945,-71.7476
MO,63049,High Ridge,Jefferson,38.4728,-90.5281
MT,59225,Frazer,Valley,48.2959,-106.0324
TX,77452,Kenney,Austin,30.0477,-96.3269
KY,41721,Buckhorn,Perry,37.301,-83.4936
WI,54403,Wausau,Marathon,44.9529,-89.5318
IA,50340,Des Moines,Polk,41.6727,-93.5722
MT,59866,Saint Regis,Mineral,47.3369,-115.1703
TN,37366,Pelham,Grundy,35.314,-85.8441
IN,47862,Montezuma,Parke,39.7961,-87.3607
ND,58060,Milnor,Sargent,46.2007,-97.4772
MO,63863,Malden,Dunklin,36.5672,-89.9737
PA,15055,Lawrence,Washington,40.3058,-80.1219
GA,31518,Bristol,Pierce,31.4833,-82.215
CT,6720,Waterbury,New Haven,41.5582,-73.0515
LA,71002,Ashland,Natchitoches,32.1378,-93.0906
NV,89025,Moapa,Clark,36.6916,-114.6514
MO,65462,Edgar Springs,Phelps,37.7365,-91.8906
AL,35296,Birmingham,Jefferson,33.5446,-86.9292
CA,94259,Sacramento,Sacramento,38.5816,-121.4944
NV,89015,Henderson,Clark,36.0357,-114.9718
NY,10166,New York,New York,40.7546,-73.9762
WI,53801,Bagley,Grant,42.9207,-91.0685
CA,95427,Comptche,Mendocino,39.2767,-123.5873
SD,57219,Bristol,Day,45.288,-97.8086
NY,13757,East Meredith,Delaware,42.4101,-74.8987
NY,12926,Constable,Franklin,44.9417,-74.3297
NV,89019,Jean,Clark,35.7368,-115.5405
PA,16670,Queen,Bedford,40.2592,-78.5075
NV,89009,Henderson,Clark,35.9279,-114.9721
NJ,7648,Norwood,Bergen,40.9952,-73.9582
AR,72073,Humphrey,Arkansas,34.4034,-91.679
TN,38168,Memphis,Shelby,35.2017,-89.9715
PA,17980,Tower City,Schuylkill,40.5845,-76.55
OK,73028,Crescent,Logan,35.942,-97.5969
ME,4606,Addison,Washington,44.583,-67.7146
PA,19088,Wayne,Delaware,39.934,-75.406
MO,65805,Springfield,Greene,37.2581,-93.3437
KY,41539,Kimper,Pike,37.5068,-82.3271
KY,40153,Mc Quady,Breckinridge,37.8023,-86.4148
CO,80744,Ovid,Sedgwick,40.9459,-102.3874
LA,71172,Bossier City,Bossier,32.6276,-93.609
FL,33463,Lake Worth,Palm Beach,26.5955,-80.1291
MN,55311,Maple Grove,Hennepin,45.0725,-93.4558
ID,83858,Rathdrum,Kootenai,47.8241,-116.8873
ME,4050,Long Island,Cumberland,43.692,-70.1551
NM,88011,Las Cruces,Doña Ana,32.3244,-106.6683
NY,11518,East Rockaway,Nassau,40.6404,-73.6674
GA,31560,Screven,Wayne,31.5168,-82.0397
TX,77614,Deweyville,Newton,30.2894,-93.7488
PA,18831,Milan,Bradford,41.8966,-76.5328
TX,76466,Olden,Eastland,32.4421,-98.7342
NJ,8553,Rocky Hill,Somerset,40.401,-74.64
MA,1936,Hamilton,Essex,42.6354,-70.8791
PA,19031,Flourtown,Montgomery,40.1068,-75.2115
IL,60179,Hoffman Estates,Cook,42.0793,-88.2237
MS,38606,Batesville,Panola,34.3115,-89.9443
OH,45113,Clarksville,Clinton,39.4042,-83.9594
TX,75607,Longview,Gregg,32.5112,-94.7835
ID,83221,Blackfoot,Bingham,43.1943,-112.3615
DC,20049,Washington,District of Columbia,38.8959,-77.021
WY,83128,Alpine,Lincoln,43.1635,-111.018
VA,24055,Bassett,Henry,36.7534,-80.0055
NY,13860,West Davenport,Delaware,42.4459,-74.9632
MI,48532,Flint,Genesee,43.0111,-83.803
CA,92092,La Jolla,San Diego,32.8473,-117.2742
MD,20894,Bethesda,Montgomery,39.144,-77.2076
CO,80025,Eldorado Springs,Boulder,39.9324,-105.288
TX,79517,Fluvanna,Scurry,32.853,-101.103
NM,88006,Las Cruces,Doña Ana,32.3052,-106.7863
OR,97906,Harper,Malheur,43.8734,-117.5284
CA,95602,Auburn,Placer,38.9829,-121.0944
WA,99329,Dixie,Walla Walla,46.1408,-118.1531
NC,28402,Wilmington,New Hanover,34.3405,-77.9014
MI,48434,Forestville,Sanilac,43.6632,-82.6133
KY,41840,Neon,Letcher,37.1876,-82.711
KY,41043,Foster,Bracken,38.7506,-84.1566
TN,37929,Knoxville,Knox,35.9606,-83.9207
SD,57750,Interior,Jackson,43.7319,-101.9642
TN,37324,Decherd,Franklin,35.2326,-86.0589
KY,40955,Ingram,Bell,36.7692,-83.7082
MN,55779,Saginaw,St. Louis,46.8795,-92.3917
MO,63760,Leopold,Bollinger,37.2609,-89.9227
TX,77504,Pasadena,Harris,29.6501,-95.1885
MD,21780,Sabillasville,Frederick,39.6828,-77.4693
NM,87533,Espanola,Rio Arriba,35.9866,-106.0654
FL,34608,Spring Hill,Hernando,28.4797,-82.5562
NM,87021,Milan,Cibola,35.1698,-107.8909
NH,3859,Newton Junction,Rockingham,42.8619,-71.04
IN,46216,Indianapolis,Marion,39.8647,-86.0136
TX,76059,Keene,Johnson,32.3937,-97.3287
NY,11204,Brooklyn,Kings,40.6179,-73.9856
LA,71034,Hall Summit,Red River,32.1752,-93.3047
KY,40582,Lexington,Fayette,38.0283,-84.4715
IL,60011,Barrington,Lake,42.3228,-87.6101
WV,26181,Washington,Wood,39.2068,-81.6577
NE,68879,Taylor,Loup,41.9141,-99.4543
NY,14622,Rochester,Monroe,43.214,-77.5555
RI,2891,Westerly,Washington,41.3691,-71.8126
IN,47236,Grammer,Bartholomew,39.1522,-85.7261
NY,11571,Rockville Centre,Nassau,40.6587,-73.6412
TX,77611,Bridge City,Orange,30.0192,-93.8326
FL,33199,Miami,Miami-Dade,25.7743,-80.1937
FL,33624,Tampa,Hillsborough,28.079,-82.5268
PA,19195,Philadelphia,Philadelphia,39.9525,-75.1645
ME,4216,Andover,Oxford,44.6637,-70.7967
NH,3105,Manchester,Hillsborough,42.9956,-71.4548
MD,20724,Laurel,Anne Arundel,39.0958,-76.8155
CA,92864,Orange,Orange,33.8143,-117.8308
NV,89002,Henderson,Clark,36.0008,-114.9588
MS,39573,Perkinston,Stone,30.7669,-89.14
NC,28601,Hickory,Catawba,35.7576,-81.3289
NY,12244,Albany,Albany,42.6526,-73.7562
MA,1864,North Reading,Middlesex,42.5819,-71.0947
PA,17035,Honey Grove,Juniata,40.4309,-77.5761
DE,19969,Nassau,Sussex,38.7521,-75.1877
MT,59434,East Glacier Park,Glacier,48.4457,-113.219
IL,60102,Algonquin,McHenry,42.1641,-88.3064
CO,81232,Hillside,Fremont,38.2653,-105.6117
AL,36113,Montgomery,Montgomery,32.3846,-86.3039
WI,53011,Cascade,Sheboygan,43.6591,-88.0947
IN,46545,Mishawaka,St. Joseph,41.6835,-86.1682
PA,19482,Valley Forge,Chester,40.0803,-75.4554
MS,38947,North Carrollton,Carroll,33.5324,-89.9001
NC,28439,Fair Bluff,Columbus,34.3023,-79.0175
TX,79347,Muleshoe,Bailey,34.2193,-102.7496
MD,20611,Bel Alton,Charles,38.4731,-76.9789
VA,20153,Chantilly,Fairfax,38.8318,-77.2888
CA,93065,Simi Valley,Ventura,34.2656,-118.7653
OK,74855,Meeker,Lincoln,35.5211,-96.9981
NY,14487,Livonia,Livingston,42.8135,-77.6635
PA,19408,Eagleville,Montgomery,40.1566,-75.4131
MS,39170,Terry,Hinds,32.1147,-90.3241
NC,28223,Charlotte,Mecklenburg,35.3041,-80.7267
TX,76101,Fort Worth,Tarrant,32.7714,-97.2915
SC,29302,Spartanburg,Spartanburg,34.8939,-81.834
KY,41257,Stambaugh,Johnson,37.9166,-82.8034
NY,11706,Bay Shore,Suffolk,40.7051,-73.243
VT,5648,Calais,Washington,44.3934,-72.4741
MI,48151,Livonia,Wayne,42.3684,-83.3527
CA,95226,Campo Seco,Calaveras,38.2271,-120.8533
WV,25526,Hurricane,Putnam,38.4257,-81.9943
OK,73527,Cache,Comanche,34.6131,-98.6154
WI,54173,Suamico,Brown,44.6435,-88.0317
CA,94040,Mountain View,Santa Clara,37.3855,-122.088
MI,49338,Paris,Mecosta,43.7677,-85.5213
CT,6514,Hamden,New Haven,41.362,-72.9361
PA,16937,Mills,Potter,41.9656,-77.7111
PA,18455,Preston Park,Wayne,41.8867,-75.356
PA,18059,Laurys Station,Lehigh,40.7177,-75.5335
PA,17537,Lampeter,Lancaster,39.9885,-76.2387
MO,63543,Gorin,Scotland,40.3622,-92.014
SC,29672,Seneca,Oconee,34.774,-82.9457
TN,37350,Lookout Mountain,Hamilton,34.9948,-85.3506
CT,6605,Bridgeport,Fairfield,41.1668,-73.2163
MS,39521,Bay Saint Louis,Hancock,30.4032,-89.4982
LA,71336,Gilbert,Franklin,32.0349,-91.592
OR,97062,Tualatin,Washington,45.3727,-122.7631
GA,30339,Atlanta,Fulton,33.8713,-84.4629
IA,50477,Swaledale,Cerro Gordo,42.9622,-93.3115
GA,31407,Port Wentworth,Chatham,32.1491,-81.1632
OR,97436,Elkton,Douglas,43.6378,-123.59
OR,97527,Grants Pass,Josephine,42.3989,-123.3538
WA,98951,Wapato,Yakima,46.4507,-120.4265
MI,48075,Southfield,Oakland,42.4638,-83.2255
AR,72431,Grubbs,Jackson,35.6498,-91.074
MI,49872,Perkins,Delta,45.9925,-87.0792
KY,42333,Cromwell,Ohio,37.3418,-86.77
AZ,85703,Tucson,Pima,32.2217,-110.9265
NM,88039,Glenwood,Catron,33.3048,-108.7743
IL,60088,Great Lakes,Lake,42.3032,-87.8642
FL,32162,The Villages,Sumter,28.9341,-81.9599
MI,49955,Painesdale,Houghton,47.0404,-88.6704
TN,37148,Portland,Sumner,36.5673,-86.5059
KY,41348,Lost Creek,Breathitt,37.4418,-83.2976
FL,32411,Panama City,Bay,30.2345,-85.692
IL,60467,Orland Park,Cook,41.6018,-87.8899
KY,40334,Hope,Montgomery,38.0161,-83.7713
VA,23456,Virginia Beach,Virginia Beach (city),36.7341,-76.0359
VA,24603,Big Rock,Buchanan,37.3532,-82.1968
AR,72202,Little Rock,Pulaski,34.7363,-92.2741
NM,88041,Hanover,Grant,32.8045,-107.9545
AZ,85205,Mesa,Maricopa,33.4368,-111.7129
VA,23875,Prince George,Prince George,37.2333,-77.2747
MN,55109,Saint Paul,Ramsey,45.0132,-93.0297
OH,43941,Piney Fork,Jefferson,40.2639,-80.8358
OR,97236,Portland,Multnomah,45.4887,-122.5091
PA,16145,Sandy Lake,Mercer,41.3383,-80.0497
PA,15686,Spring Church,Armstrong,40.6153,-79.4545
AL,36276,Wadley,Randolph,33.1492,-85.5513
AK,99510,Anchorage,Anchorage Municipality,61.1446,-149.8784
AL,36427,Brewton,Escambia,31.1052,-87.0722
TX,77491,Katy,Harris,29.7858,-95.8244
WI,54981,Waupaca,Waupaca,44.3481,-89.1101
PA,16746,Roulette,Potter,41.7738,-78.1538
GA,30002,Avondale Estates,DeKalb,33.7717,-84.2607
MN,56537,Fergus Falls,Otter Tail,46.276,-96.0904
DC,20027,Washington,District of Columbia,38.9007,-77.0501
AR,72131,Quitman,Cleburne,35.405,-92.1333
OK,73066,Nicoma Park,Oklahoma,35.4928,-97.3276
TX,75421,Brookston,Lamar,33.6246,-95.6888
KY,41011,Covington,Kenton,39.0708,-84.5212
UT,84324,Mantua,Box Elder,41.4975,-111.9416
TX,88547,El Paso,El Paso,31.6948,-106.3
CA,91124,Pasadena,Los Angeles,34.1478,-118.1445
TX,79430,Lubbock,Lubbock,33.61,-101.8213
DC,20453,Washington,District of Columbia,38.8933,-77.0146
OH,45218,Cincinnati,Hamilton,39.2663,-84.5221
FL,33175,Miami,Miami-Dade,25.7341,-80.4068
KS,67334,Chautauqua,Chautauqua,37.0262,-96.1783
NY,13165,Waterloo,Seneca,42.9045,-76.8755
WV,26291,Slatyfork,Pocahontas,38.388,-79.9906
NH,3226,Center Harbor,Belknap,43.7107,-71.4797
MI,48823,East Lansing,Ingham,42.7388,-84.4764
NC,27248,Franklinville,Randolph,35.7917,-79.7132
FL,33812,Lakeland,Polk,27.9729,-81.8931
KY,40988,Stoney Fork,Bell,36.8323,-83.5346
TX,77263,Houston,Harris,29.834,-95.4342
IL,60424,Gardner,Grundy,41.1775,-88.338
NM,87305,Gallup,McKinley,35.4499,-108.7705
PA,16743,Port Allegany,McKean,41.8169,-78.2799
NM,87728,Maxwell,Colfax,36.5434,-104.564
MT,59842,Haugan,Mineral,47.3833,-115.3996
ME,4637,Grand Lake Stream,Washington,45.1795,-67.7744
WA,98563,Montesano,Grays Harbor,47.0901,-123.5006
KY,40202,Louisville,Jefferson,38.2507,-85.7476
HI,96715,Hanamaulu,Kauai,21.9977,-159.3592
NE,69146,Lemoyne,Keith,41.3236,-101.7673
IL,60174,Saint Charles,Kane,41.9194,-88.307
NJ,8759,Manchester Township,Ocean,39.9515,-74.1521
FL,33572,Apollo Beach,Hillsborough,27.7716,-82.4102
FL,33880,Winter Haven,Polk,27.9873,-81.7625
MO,64129,Kansas City,Jackson,39.0401,-94.4951
TX,76481,South Bend,Young,33.0052,-98.6892
CO,81525,Mack,Mesa,39.2554,-108.9296
WA,98297,Waldron,San Juan,48.6876,-123.0369
MI,49084,Riverside,Berrien,42.1834,-86.3828
WV,26169,Rockport,Wood,39.0798,-81.5713
FL,33303,Fort Lauderdale,Broward,26.1969,-80.0952
OH,45369,South Vienna,Clark,39.9473,-83.6157
CO,80231,Denver,Denver,39.6793,-104.8843
IA,52252,Langworthy,Jones,42.192,-91.2258
GA,30229,Haralson,Coweta,33.2322,-84.5685
PA,15935,Hollsopple,Somerset,40.2343,-78.9515
MA,1440,Gardner,Worcester,42.574,-71.9898
MA,2764,North Dighton,Bristol,41.8529,-71.1485
VA,22309,Alexandria,Fairfax,38.7192,-77.1073
IL,61449,La Fayette,Stark,41.1095,-89.9575
OR,97837,Hereford,Baker,44.5304,-118.0293
KS,66873,Wilsey,Morris,38.6361,-96.6753
KY,42069,Melber,Graves,36.9197,-88.752
CA,95306,Catheys Valley,Mariposa,37.4404,-120.1438
TX,76234,Decatur,Wise,33.2351,-97.574
FL,32225,Jacksonville,Duval,30.351,-81.5061
RI,2885,Warren,Bristol,41.7256,-71.2702
IA,52078,Worthington,Dubuque,42.393,-91.1069
IL,62440,Lerna,Coles,39.3958,-88.253
CO,80634,Greeley,Weld,40.4109,-104.7541
NY,11050,Port Washington,Nassau,40.835,-73.6964
ND,58416,Binford,Griggs,47.5739,-98.3546
UT,84759,Panguitch,Garfield,37.8078,-112.4369
NJ,8601,Trenton,Mercer,40.2805,-74.712
FL,32455,Ponce De Leon,Holmes,30.7041,-85.9546
TN,37371,Athens,McMinn,35.4429,-84.593
FL,32751,Maitland,Orange,28.6255,-81.3646
AR,72716,Bentonville,Benton,36.3729,-94.2088
MN,55488,Minneapolis,Hennepin,44.98,-93.2638
MT,59868,Seeley Lake,Missoula,47.1789,-113.481
NY,13244,Syracuse,Onondaga,43.0377,-76.1396
WA,98112,Seattle,King,47.6301,-122.2972
KS,67351,Liberty,Montgomery,37.1576,-95.6017
OR,97019,Corbett,Multnomah,45.5221,-122.2417
PA,16804,State College,Centre,40.7934,-77.86
IA,50075,Ellsworth,Hamilton,42.3009,-93.549
KY,41848,Roxana,Letcher,37.1102,-82.9407
MA,2630,Barnstable,Barnstable,41.6983,-70.3001
IA,50831,Arispe,Union,40.9314,-94.2193
SC,29741,Ruby,Chesterfield,34.7379,-80.191
VA,22713,Boston,Culpeper,38.5382,-78.1423
LA,70352,Donner,Terrebonne,29.6964,-90.9444
MO,64853,Newtonia,Newton,36.8767,-94.1855
NJ,7087,Union City,Hudson,40.7674,-74.0323
LA,70570,Opelousas,St. Landry,30.5144,-92.0897
NJ,7730,Hazlet,Monmouth,40.4226,-74.1799
AK,99529,Anchorage,Anchorage Municipality,61.1515,-149.9443
AL,36310,Abbeville,Henry,31.5755,-85.279
NE,68437,Shubert,Richardson,40.2325,-95.6895
VA,22160,Springfield,Fairfax,38.8318,-77.2888
IL,60438,Lansing,Cook,41.566,-87.5446
IN,47392,Webster,Wayne,39.9119,-84.9351
NV,89111,Las Vegas,Clark,36.175,-115.1372
IN,46767,Ligonier,Noble,41.4662,-85.5927
NC,28546,Jacksonville,Onslow,34.774,-77.3781
PA,17068,New Bloomfield,Perry,40.4193,-77.1938
CA,93551,Palmdale,Los Angeles,34.6017,-118.231
UT,84244,Ogden,Weber,41.2553,-111.9567
NY,12788,Woodbourne,Sullivan,41.7708,-74.5928
OK,73624,Burns Flat,Washita,35.3492,-99.188
WA,98417,Tacoma,Pierce,47.2061,-122.4822
OH,45760,Middleport,Meigs,38.9993,-82.06
UT,84320,Lewiston,Cache,41.9701,-111.8768
CA,93651,Prather,Fresno,36.9938,-119.5268
MI,48242,Detroit,Wayne,42.2166,-83.3532
VA,23884,Sussex,Sussex,36.9151,-77.2791
MT,59007,Bearcreek,Carbon,45.1608,-109.1571
